id,cost,strength,willpower,lore,ink,type_clean,keywords,classifications,illustrators,flavor_text
crd_a86ebded73ba41e2ab58fcebfd30eeb0,2,NA,NA,NA,Emerald,Item,character(0),NULL,Kendall Hale,Sometimes you've got to take what you can get.
crd_e080b948d1bd4c87b40c050f56b2d50f,3,3,2,2,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Oleg Yurkov,"""Someday, Abu, things are gonna change. We'll be rich, live in a palace, and never have any problems at all.""
—Aladdin"
crd_69b75104832b4cd6ada38b185f7bd579,7,5,5,2,Ruby,Character,Shift,"c(""Floodborn"", ""Hero"")",Nicholas Kole,NA
crd_a2d28e5e695747fb95ebe50f891eb0b4,3,2,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"")",Peter Brockhammer,"It can be hard to tell the difference between a diamond in the rough and someone who's just, well, rough."
crd_6b4e0c325cbb46698922c45438b4f1a7,5,6,5,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"", ""Captain"")",Brian Weisz,"""Barking signal. It's an alert. Report to the Colonel at once!"""
crd_6b3ab2c893c34e5989908e451259e1b1,7,5,5,2,Ruby,Character,Rush,"c(""Storyborn"", ""Villain"", ""Pirate"", ""Captain"")",Cam Kendell,"""You wouldn't dare fight old Hook man-to-man!"""
crd_9db4390c3200400db02bf38305508d38,2,2,3,1,Ruby,Character,character(0),Storyborn,Kenneth Anderson,"""Who you callin' boisterous, buster?"""
crd_4dff89f588a5466097978e9889eef559,4,3,4,1,Ruby,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Alice Pisoni / Whitney Pollett,"""My sister has always been there for me. I need to be there for her."""
crd_559add80c2b44fb0bc383708f59d11c5,2,4,2,0,Ruby,Character,Reckless,"c(""Storyborn"", ""Villain"")",Matthew Robert Davies,It's not arrogance when you really are the best.
crd_6571a57fd39542b6945b43880bccc254,5,3,4,2,Ruby,Character,Evasive,"c(""Dreamborn"", ""Hero"")",Kenneth Anderson,Sometimes you gotta give it the ol' jump and hyuck.
crd_350f66335966462b90a118ec2d81578f,2,2,2,1,Ruby,Character,character(0),"c(""Dreamborn"", ""Ally"")",Gaku Kumatori,All a mob needs is a push in the wrong direction.
crd_f27f48f1eb8642a39de3ea91df67ccfc,9,7,5,2,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"", ""Dragon"")",Luis Huerta,"The ninth Rule of Villainy: When all else fails, turn into a dragon."
crd_407bb2a4ff5c4d46b0e4e76cbc2be949,5,6,5,0,Ruby,Character,"c(""Reckless"", ""Rush"")","c(""Storyborn"", ""Hero"", ""Deity"")",Pirel / Marco Giorgianni,"""What I believe you were trying to say is 'Thank you.'"""
crd_e74ef94562b9440e8dd95ada098728d6,8,5,5,4,Ruby,Character,Evasive,"c(""Dreamborn"", ""Hero"")",Nicholas Kole,"When defeat looms and victory hangs by a thread, a hero bolts to the rescue, patching things up through shear determination."
crd_3f9c08ed5eae46f98e593890c2ec975b,1,1,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"")",Kenneth Anderson,Her fashion sense is always spot on.
crd_49b96ca319434f588d5d36b30597c832,5,2,6,2,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Tanisha Cherislin,"""You know who you are."""
crd_45037644be034dad9ec46ffdabcde550,5,4,5,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Mel Milton,NA
crd_7f4cc9a32a834ebabaeaea3407d06dbc,3,3,2,1,Ruby,Character,Rush,"c(""Storyborn"", ""Hero"")",Anh Dang,"""Nobody calls Pan a coward and lives! I'll fight you man-to-man, with one hand behind my back."""
crd_e17a4efa1eaf47e2aefdcf3b98d4f03c,4,2,3,2,Ruby,Character,Evasive,"c(""Storyborn"", ""Hero"")",Brian Weisz,"""At first I had no particular plan, just anything to attract attention. You know, stir things up a bit."""
crd_3be63bf0c46342acb7d08759788757b6,6,5,4,2,Ruby,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"")",Clio Wolfensberger,"""Who are you? And how did you find me?"""
crd_59bf4857765e425bb663ea128e53ee0b,4,5,3,1,Ruby,Character,character(0),"c(""Dreamborn"", ""Villain"")",Amber Kommavongsa,Consumed by the flames of ambition.
crd_5ad957ef62844bcaba344b0af0a5ff24,8,6,6,1,Ruby,Character,Shift,"c(""Floodborn"", ""Villain"", ""King"")",Jenna Gray,"""The time has come to take what is ours!"""
crd_1666aca597bf414e87a2cc320b7b2111,1,2,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Cory Godbey,"""Yes, sir. Righto, sir. Right away, sir!"""
crd_19a7e851b7724bd58b285b76eb387c5a,6,4,6,3,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Alien"")",Bill Robinson,"""His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyone's left shoe.""
—Jumba Jookiba"
crd_e70380b0a938449cb7e2b433737ec824,6,8,6,0,Ruby,Character,Reckless,"c(""Storyborn"", ""Villain"", ""Deity"")",Kamil Murzyn,She burns for that which was stolen from her.
crd_f1f7e5ef15f04872a721d1792aa677d1,6,4,4,2,Ruby,Character,Evasive,"c(""Storyborn"", ""Tigger"")",Kenneth Anderson,"""I'm the bounciest bouncer that ever bounced!"""
crd_a7c6d3aa2de6462f8d205d70a8fcc54f,7,NA,NA,NA,Ruby,Action Song,character(0),NULL,Jared Nickerl,Our teeth and ambitions are bared!
crd_df33509235464d18becdd63bd8ce91eb,2,NA,NA,NA,Ruby,Action,character(0),NULL,Ellie Horie,"""Surprise!"""
crd_a6ae2c14b1b849488f1e8c8744401a05,5,NA,NA,NA,Ruby,Action,character(0),NULL,Luis Huerta,Rare is the hero who can withstand a dragon's wrath.
crd_0df4378c1d3d40409014b2502a9926b1,1,NA,NA,NA,Ruby,Action,character(0),NULL,Jenna Gray,"Pretty words can move a crowd, but so can ugly ones."
crd_3f328e2a6ea741bcb31348ee2954b3e8,1,NA,NA,NA,Ruby,Action,character(0),NULL,Koni,"""We've all got swords!""
—Razoul"
crd_6e0a4c7a191f4e6fbdc58193e35bbc7c,2,NA,NA,NA,Ruby,Action,character(0),NULL,Eri Welli,"""Stay right there! I mean, you don't have a choice, I guess. But still! Don't move!""
—Rapunzel"
crd_3c0355d3cc2d409e9b10876744aa534a,3,NA,NA,NA,Ruby,Item,character(0),NULL,Andrew Trabbold,"""One taste of the poisoned apple, and the victim's eyes will close forever....""
—The Queen"
crd_81867e9c25c44f33aa150e70b57bb4dd,1,NA,NA,NA,Ruby,Item,character(0),NULL,Eri Welli,"""Arm thyself with this enchanted Shield of Virtue and this mighty Sword of Truth, for these weapons of righteousness will triumph over evil."" —Flora"
crd_19c135ff62f2427d93b3131114b4c10b,4,NA,NA,NA,Ruby,Item,character(0),NULL,Andrew Trabbold,Almost as powerful as True Love's Kiss.
crd_a23c99ed9f3243969466fb000bd139dc,4,3,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Hedvig Häggman-Sund,"""You want thingamabobs? I got twenty."""
crd_ce469941c08b425484af9a8c69eb8ce1,4,2,5,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Rosalia Radosti,"""There was something strange about that voice. Too beautiful to be real...""
—Prince Phillip"
crd_1a45dd7bd500476991afd5bb75f173b2,5,3,5,2,Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",Nicholas Kole,"As the princess slumbered, her power awoke."
crd_f6c70da42b524965bcd4f7d6d86e8437,2,2,2,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Samanta Erdini,"""They say if you dream a thing more than once, it's sure to come true!"""
crd_2a6cd27f6ba44515827ed800f377cdbd,3,2,3,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"", ""Inventor"")",Gabriel Romero / Pix Smith,A little ingenuity and a lot of heart will take you far in this world.
crd_63c2ca66eeea417b9079d833e0fd88d4,4,2,4,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Alice Pisoni,"""Far-off places, daring sword fights, magic spells, a prince in disguise..."""
crd_2bd7564121d5445ab350345c91a45ef4,7,3,6,3,Sapphire,Character,Support,"c(""Storyborn"", ""Mentor"", ""King"")",Pirel,"""You can always rely on the strength of those who love you."""
crd_8d5ff9b706fd4f59b44e0ca52638a257,5,4,3,2,Sapphire,Character,Ward,"c(""Dreamborn"", ""Hero"", ""Inventor"")",Cam Kendell,"Walk smarter, not harder."
crd_a5a7e2a876b24835aca7fd5cd5408e0d,1,2,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Brian Weisz,"""Excitement... adventure... danger lurking around every cor— AAAAAGGH!"""
crd_2556ec8a10224e6bb75f2bd54e7a612f,2,1,1,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Mentor"")",Filipe Laurentino,"Moana: ""Is there something you want to tell me?""
Gramma Tala: ""Is there something you want to hear?"""
crd_e372495979314c78b3613e2b19c30366,7,3,6,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Deity"")",Matthew Robert Davies,"""He's gotta have a weakness, because everybody's got a weakness."""
crd_c401f199cd7046b4838589db368f2391,3,3,3,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Princess"")",R. La Barbera / L. Giammichele,"""Try to understand. I've never done a thing on my own. I've never had any real friends.... I've never even been outside the palace walls."""
crd_6b26bc2dda6e49bba695529a039dcaee,5,2,5,2,Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"", ""Queen"")",Filipe Laurentino,NA
crd_071ac28029b947ea8bf6b77d287ff401,4,3,4,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Nicholas Kole,"""The princess shall indeed grow in grace and beauty, beloved by all who know her. But before the sun sets on her sixteenth birthday, she shall prick her finger on the spindle of a spinning wheel...."""
crd_7d72a31f03964ae2b79110b788039b73,5,3,6,3,Sapphire,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Sorcerer"")",Gaku Kumatori,She had no invitation—and needed no introduction.
crd_de24a04b1d83417594730a5036cfc2a4,6,2,7,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Mentor"", ""Inventor"")",Alex Accorsi,NA
crd_47e91685dd1f4021908561ca134dfe94,4,3,4,1,Sapphire,Character,Support,"c(""Dreamborn"", ""Mentor"", ""Sorcerer"")",Dave Beauchene,"""What a mess! What a medieval muddle! We'll have to modernize it."""
crd_02e7c0b1ef054407a29dc95b1a8d7d9a,3,1,3,1,Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Detective"")",Jared Nickerl,"Wherever the seaweed had come from, Mickey was sure of one thing: something fishy was going on."
crd_91e0b5934fad4b74835dd274b02d484d,6,4,6,3,Sapphire,Character,character(0),"c(""Storyborn"", ""Mentor"", ""King"")",Luis Huerta,"""A king must care for all of the creatures in his kingdom, no matter their size."""
crd_3d8ce215614244a483a06d6ecf99c2e2,2,3,1,1,Sapphire,Character,Support,"c(""Storyborn"", ""Mentor"")",Leonardo Giammichele,"""Ya gotta be the best to train the best. And I train the best!"""
crd_4a9c161784fa428f843e9b76858abf96,6,4,4,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",John Loren,"""We never rob. We just sort of borrow a bit from those who can afford it."""
crd_39139dbf0feb48b1924d20cc03c58d47,6,5,4,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Bill Robinson,"""The best plans involve a little danger. Just not for me."""
crd_43467fa51d7b4bcc9ebe110d9fe9e3b9,8,5,8,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Leonardo Giammichele,"""Watch me dazzle like a diamond in the rough!"""
crd_76258afdc2084ca2b2657664bbca3efa,7,5,9,2,Sapphire,Character,character(0),"c(""Storyborn"", ""King"")",Cristian Romero,"""Isn't 'Because I said so' enough of a reason?"""
crd_eb91a973f3ff4394a919aab77d9c71b9,1,NA,NA,NA,Sapphire,Action,character(0),NULL,Pao Yong,"""Knowledge, wisdom—there's the real power!""
—Merlin"
crd_fcfc387c36dc450c93bb85840e3b6957,3,NA,NA,NA,Sapphire,Action,character(0),NULL,Kenneth Anderson,"""...Don't fix it."""
crd_cb6a73f229b646c8bf57adbb4356dbd4,5,NA,NA,NA,Sapphire,Action Song,character(0),NULL,Milica Celikovic,"It's time to see what I can do
To test the limits and break through"
crd_0de7275633824d0f8b48461aa047a472,2,NA,NA,NA,Sapphire,Action Song,character(0),NULL,Bill Robinson,"Gotta eat to live, gotta steal to eat—
Tell you all about it when I got the time"
crd_8f64870b7d4f490ea13c8da48ebe514b,1,NA,NA,NA,Sapphire,Action,character(0),NULL,Bill Robinson,"Pacha: ""Put your whole back into it!""
Kuzco: ""This is my whole back!"""
crd_aa19240342864dd7a428b95c5b6a85b6,2,NA,NA,NA,Sapphire,Item,character(0),NULL,Milica Celikovic,"The coconut is a versatile gift from the gods, used to make nearly everything—including baskets to carry more coconuts."
crd_2c6eae027003403c832a8463afbb6ec0,4,NA,NA,NA,Sapphire,Item,character(0),NULL,Ron Baird,You can change the future once you know what you're looking at.
crd_33db0577186a4483aa85190fd0496d90,3,NA,NA,NA,Sapphire,Item,character(0),NULL,Tanisha Cherislin,"""If you want to cross the bridge, my sweet, you've got to pay the toll.""
—Ursula"
crd_33a1cfa2557e48ba8b7aac42a10592f6,1,NA,NA,NA,Sapphire,Item,character(0),NULL,Cory Godbey,"""Once upon a time, a single drop of sunlight fell from the heavens....""
—Flynn Rider"
crd_e6bc27d53eb341549fc31d79de6ddb7f,1,NA,NA,NA,Sapphire,Item,character(0),NULL,Grace Tran,NA
crd_cabcdb68fdc14360a495869d3e7fc281,2,2,1,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Randy Bishop,"""Oh ho! So the street rat found a sword and a backbone!""
—Razoul"
crd_9600ba030e244c31becf34a3bf0822af,5,4,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Cookie,"""She'll never see me as anything... but a monster."""
crd_ec7df19190b24fe1a70ac895f40b5853,4,3,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Villain"", ""Pirate"", ""Captain"")",Adrianne Gumaya,"""A pretty sight, Mr. Smee. We'll pot 'em like sitting ducks."""
crd_0b0cf12160764765a874a7fdee924d25,1,1,2,1,Steel,Character,Challenger,"c(""Dreamborn"", ""Villain"", ""Pirate"", ""Captain"")",Marcel Berg,He loves to make light of a foe's predicament.
crd_217eb0feed8b46fea1b5dc6c0b2b9e12,5,2,5,1,Steel,Character,"c(""Challenger"", ""Shift"")","c(""Floodborn"", ""Villain"", ""Pirate"", ""Captain"")",Elliot Bocxtaele,NA
crd_25c3b767ba91433682a1643b31b7645b,5,5,6,1,Steel,Character,character(0),Storyborn,Oleg Yurkov,Always vigilant. Always fierce. Always fighting over the ball.
crd_e854c2e94f504118b3618ae2eb10a195,4,2,5,1,Steel,Character,Bodyguard,"c(""Dreamborn"", ""Hero"", ""Musketeer"")",Dav Augereau,NA
crd_c165a1025f82402fa3834ed4c9da14ba,8,6,6,2,Steel,Character,character(0),"c(""Storyborn"", ""Alien"", ""Captain"")",Luis Huerta,"""Relax, enjoy the trip... and don't get any ideas!"""
crd_665baed36bfe4c0194ea9e3b22b19ac2,1,2,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Cam Kendell,"They may be useless, but they came with the castle."
crd_4fa7d5ae1044415e8ad8c609a527498c,4,3,3,2,Steel,Character,character(0),"c(""Storyborn"", ""Villain"", ""Prince"")",Kendall Hale,"Tired of being last, he decided to cut the line."
crd_fdde46d849ab42f894ccc15e3cd38f12,3,3,3,1,Steel,Character,Bodyguard,"c(""Dreamborn"", ""Hero"", ""Prince"")",Marcel Berg,"""You gotta admit, that was pretty heroic."""
crd_097bd499debd459f9ce55afa7bc72d66,3,3,3,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Ron Baird,"Kristoff: ""You want to talk about a supply and demand problem? I sell ice for a living.""
Anna: ""Ooh, that's a rough business to be in right now. I mean, that is really—ah, mm. That's unfortunate."""
crd_4dff2ba7b2d744a1a6c33741e2c1fcf6,6,6,6,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Jake Parker,"""Oh yeah. It's all coming together!"""
crd_6a986375d35444ad9660332cda624a14,3,4,2,2,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Jared Nickerl,"""Space. That's where aliens come from. And also tourists!"""
crd_d32d5f07d1274a6ebcf0e8e437155768,8,8,8,3,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Deity"")",Isaiah Mesq,"When the gods gift you a boat, you take it. The boat's owner is optional."
crd_94245aa3b4a241379cf9f7fbbf7f6cd7,6,2,7,2,Steel,Character,Bodyguard,"c(""Dreamborn"", ""Hero"", ""Musketeer"")",Jochem Van Gool,NA
crd_74dbd9f579a34dbbaa8cd2139122ee97,2,1,3,1,Steel,Character,Challenger,"c(""Storyborn"", ""Hero"", ""Prince"")",Cristian Romero,"""I lost her once! I'm not gonna lose her again!"""
crd_9f35462bf6cc430f89c193d85507ea73,1,1,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Nicholas Kole,"""I'm gonna be the best king the Pride Lands have ever seen!"""
crd_3325b070fe8b4709b756066f49ba3b3c,7,4,6,2,Steel,Character,Challenger,"c(""Storyborn"", ""Hero"", ""King"")",Nicholas Kole,"""I'll do whatever it takes to save my kingdom."""
crd_b2976a87410e4dd5a753e7f871c2b6fc,5,3,5,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Cookie,"""I can't hide anymore. It's time to accept my destiny."""
crd_fdbf31b467214b229b4e4f149c487a47,5,5,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"", ""Pirate"")",Leonardo Giammichele,"A pirate must be tough, loyal, and strong. ""Smart"" doesn't even make the list."
crd_5fa3eadb1c984d63b845035c1e227af9,6,5,5,2,Steel,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Deity"")",Andrew Trabbold,"Maui: ""Ever defeat a lava monster?""
Moana: ""No. Have you?"""
crd_5fb3a8282fa34c2bbeb9a56b4ccc7e36,6,4,5,2,Steel,Character,Shift,"c(""Floodborn"", ""Ally"", ""Fairy"")",Cookie,NA
crd_86981ec7570145568aecd428c2b88101,3,2,4,1,Steel,Character,character(0),"c(""Dreamborn"", ""Ally"", ""Fairy"")",Grace Tran,Sometimes all you need is a little tactical genius.
crd_3a299da6bf864690a188f07aeb55ffdf,5,NA,NA,NA,Steel,Action Song,character(0),NULL,Koni,"Shining, shimmering, splendid..."
crd_327f997026094ec49f0dc7d77e4628f5,2,NA,NA,NA,Steel,Action,character(0),NULL,Grace Tran,No one throws a tantrum like a beast.
crd_eb6216aa3f6b4cccaf6216809f915658,1,NA,NA,NA,Steel,Action,character(0),NULL,Matt Chapman,"Captain Hook: ""Double the powder and shorten the fuse!""
Mr. Smee: ""Shorten the powder and double the fuse!"""
crd_48cd856a0632489c916bc354a3090cb2,5,NA,NA,NA,Steel,Action Song,character(0),NULL,Peter Brockhammer,"We don't like
What we don't understand
In fact, it scares us"
crd_151c0155aa7c4f4fbec1bdb3a10f2676,2,NA,NA,NA,Steel,Action,character(0),NULL,Amber Kommavongsa,Who has time to read labels?
crd_24031addb4d1417482177b19c5d8edcb,3,NA,NA,NA,Steel,Action,character(0),NULL,Simangaliso Sibaya,"""Go away!"""
crd_8e6dc19330d3414885271a4243ca3da4,2,NA,NA,NA,Steel,Item,character(0),NULL,Samanta Erdini,"Ashamed of his monstrous form, the Beast concealed himself inside his castle, with a magic mirror as his only window to the outside world."
crd_aa294faf68c14f559c22e0e79a6c101e,2,NA,NA,NA,Steel,Item,character(0),NULL,Kamil Murzyn,"It's a fine piece of cookware, but as a weapon it's truly stunning."
crd_540aa5414bc94516a563bab640ced601,4,NA,NA,NA,Steel,Item,character(0),NULL,Dav Augereau,There's no such thing as a lone musketeer.
crd_22373df684c0420ea90d2f8508ac096c,3,NA,NA,NA,Steel,Item,character(0),NULL,Oleg Yurkov,"""You don't have to say 'pew pew' when you use it, but it doesn't hurt.""
—Lilo, galactic hero"
crd_a9c86e6316084d76a03b32be95977091,8,6,7,1,Amber,Character,Shift,"c(""Floodborn"", ""Villain"", ""King"", ""Deity"")",Juan Diego Leon,NA
crd_35c968e4b25945e897940860221f9d51,7,4,8,2,Amber,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Alien"")",Milica Celikovic,NA
crd_cbc18e77d7ec4d50bf19650a9a559686,8,4,6,3,Amethyst,Character,Shift,"c(""Floodborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Matthew Robert Davies,NA
crd_5739e1f6076840cd901a1bc283ca6e96,4,3,4,2,Amethyst,Character,character(0),"c(""Dreamborn"", ""Sorcerer"")",Cam Kendell,NA
crd_ae7e91462bfc4861bbf97e99ed53a1c1,6,3,4,2,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"")",Cristian Romero,NA
crd_1a8604b7ba6c45e2bc8b32b0a70d08b5,7,6,5,2,Emerald,Character,Shift,"c(""Floodborn"", ""Hero"")",Kendall Hale,NA
